gene.number	Podan2	Neucr2	Spoth2	PenchWisc1_1	Aniger	Penox1	Talst1_2	Trire2	Aoryz	Anidul	ratio
An09g04610	0	0	0	0	1	0	0	0	0	0	0.1
An01g12270	0	0	0	0	1	0	0	0	0	0	0.083333333
An08g09880	0	0	0	0	1	0	0	0	0	0	0.1
An11g07730	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g01790	0	0	0	0	1	0	0	0	0	0	0.1
An16g06570	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g01160	0	0	0	0	1	0	0	0	0	0	0.1
An02g05730	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g02030	0	0	0	0	1	0	0	0	0	0	0.1
An14g03130	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g02560	0	0	0	0	1	0	0	0	0	0	0.1
An08g08940	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g01010	0	0	0	0	1	0	0	0	0	0	0.1
An01g11320	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g04980	0	0	0	0	1	0	0	0	0	0	0.1
An09g02340	0	0	0	0	1	0	0	0	0	0	0.083333333
An10g01040	0	0	0	0	1	0	0	0	0	0	0.1
An04g07350	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g10030	0	0	0	0	1	0	0	0	0	0	0.1
An08g09840	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g05530	0	0	0	0	1	0	0	0	0	0	0.1
An01g14750	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g03750	0	0	0	0	1	0	0	0	0	0	0.1
An13g02670	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g03450	0	0	0	0	1	0	0	0	0	0	0.1
An02g13340	0	0	0	0	1	0	0	0	0	0	0.083333333
An18g00980	0	0	0	0	1	0	0	0	0	0	0.1
An18g02680	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g06950	0	0	0	0	1	0	0	0	0	0	0.1
An03g02360	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g05500	0	0	0	0	1	0	0	0	0	0	0.1
An09g01270	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g02240	0	0	0	0	1	0	0	0	0	0	0.1
An15g05370	0	0	0	0	1	0	0	0	0	0	0.083333333
An08g03510	0	0	0	0	1	0	0	0	0	0	0.1
An05g01590	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g15180	0	0	0	0	1	0	0	0	0	0	0.1
An11g01290	0	0	0	0	1	0	0	0	0	0	0.083333333
An08g02370	0	0	0	0	1	0	0	0	0	0	0.1
An16g06080	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g10450	0	0	0	0	1	0	0	0	0	0	0.1
An12g02680	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g02310	0	0	0	0	1	0	0	0	0	0	0.1
An07g03500	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g04360	0	0	0	0	1	0	0	0	0	0	0.1
An12g10810	0	0	0	0	1	0	0	0	0	0	0.083333333
An18g00530	0	0	0	0	1	0	0	0	0	0	0.1
An15g07620	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g02070	0	0	0	0	1	0	0	0	0	0	0.1
An11g03520	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g02730	0	0	0	0	1	0	0	0	0	0	0.1
An14g06960	0	0	0	0	1	0	0	0	0	0	0.083333333
An04g08500	0	0	0	0	1	0	0	0	0	0	0.1
An13g01500	0	0	0	0	1	0	0	0	0	0	0.083333333
An16g06470	0	0	0	0	1	0	0	0	0	0	0.1
An03g03680	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g11170	0	0	0	0	1	0	0	0	0	0	0.1
An16g06830	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g14410	0	0	0	0	1	0	0	0	0	0	0.1
An02g01300	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g04280	0	0	0	0	1	0	0	0	0	0	0.1
An11g04100	0	0	0	0	1	0	0	0	0	0	0.083333333
An06g00340	0	0	0	0	1	0	0	0	0	0	0.1
An02g00280	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g05670	0	0	0	0	1	0	0	0	0	0	0.1
An12g02660	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g00350	0	0	0	0	1	0	0	0	0	0	0.1
An14g02900	0	0	0	0	1	0	0	0	0	0	0.083333333
An18g05510	0	0	0	0	1	0	0	0	0	0	0.1
An12g01400	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g10170	0	0	0	0	1	0	0	0	0	0	0.1
An04g02920	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g05330	0	0	0	0	1	0	0	0	0	0	0.1
An07g05450	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g00840	0	0	0	0	1	0	0	0	0	0	0.1
An03g02290	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g07810	0	0	0	0	1	0	0	0	0	0	0.1
An12g02340	0	0	0	0	1	0	0	0	0	0	0.083333333
An06g02240	0	0	0	0	1	0	0	0	0	0	0.1
An08g11100	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g03600	0	0	0	0	1	0	0	0	0	0	0.1
An12g01760	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g06640	0	0	0	0	1	0	0	0	0	0	0.1
An12g02500	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g00640	0	0	0	0	1	0	0	0	0	0	0.1
An09g01640	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g02100	0	0	0	0	1	0	0	0	0	0	0.1
An15g02510	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g06480	0	0	0	0	1	0	0	0	0	0	0.1
An18g00340	0	0	0	0	1	0	0	0	0	0	0.083333333
An04g00710	0	0	0	0	1	0	0	0	0	0	0.1
An04g08140	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g10170	0	0	0	0	1	0	0	0	0	0	0.1
An09g05150	0	0	0	0	1	0	0	0	0	0	0.083333333
An18g01090	0	0	0	0	1	0	0	0	0	0	0.1
An14g05110	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g03850	0	0	0	0	1	0	0	0	0	0	0.1
An07g01050	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g09540	0	0	0	0	1	0	0	0	0	0	0.1
An16g01240	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g07940	0	0	0	0	1	0	0	0	0	0	0.1
An11g06320	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g08980	0	0	0	0	1	0	0	0	0	0	0.1
An04g03150	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g01160	0	0	0	0	1	0	0	0	0	0	0.1
An07g00110	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g05020	0	0	0	0	1	0	0	0	0	0	0.1
An05g02350	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g08150	0	0	0	0	1	0	0	0	0	0	0.1
An05g01730	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g06430	0	0	0	0	1	0	0	0	0	0	0.1
An16g00390	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g05950	0	0	0	0	1	0	0	0	0	0	0.1
An06g02600	0	0	0	0	1	0	0	0	0	0	0.083333333
An18g01320	0	0	0	0	1	0	0	0	0	0	0.1
An16g08060	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g09800	0	0	0	0	1	0	0	0	0	0	0.1
An01g02760	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g14000	0	0	0	0	1	0	0	0	0	0	0.1
An13g02160	0	0	0	0	1	0	0	0	0	0	0.083333333
An13g02570	0	0	0	0	1	0	0	0	0	0	0.1
An07g08510	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g00510	0	0	0	0	1	0	0	0	0	0	0.1
An02g13270	0	0	0	0	1	0	0	0	0	0	0.083333333
An14g01840	0	0	0	0	1	0	0	0	0	0	0.1
An03g03690	0	0	0	0	1	0	0	0	0	0	0.083333333
An04g05090	0	0	0	0	1	0	0	0	0	0	0.1
An03g00180	0	0	0	0	1	0	0	0	0	0	0.083333333
An04g09940	0	0	0	0	1	0	0	0	0	0	0.1
An02g00330	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g01410	0	0	0	0	1	0	0	0	0	0	0.1
An03g00130	0	0	0	0	1	0	0	0	0	0	0.083333333
An13g01570	0	0	0	0	1	0	0	0	0	0	0.1
An12g05880	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g03430	0	0	0	0	1	0	0	0	0	0	0.1
An15g04820	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g00360	0	0	0	0	1	0	0	0	0	0	0.1
An14g07280	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g03140	0	0	0	0	1	0	0	0	0	0	0.1
An15g02250	0	0	0	0	1	0	0	0	0	0	0.083333333
An04g08150	0	0	0	0	1	0	0	0	0	0	0.1
An01g01000	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g00190	0	0	0	0	1	0	0	0	0	0	0.1
An08g10760	0	0	0	0	1	0	0	0	0	0	0.083333333
An16g07950	0	0	0	0	1	0	0	0	0	0	0.1
An09g03360	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g08070	0	0	0	0	1	0	0	0	0	0	0.1
An10g01000	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g03500	0	0	0	0	1	0	0	0	0	0	0.1
An16g02810	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g04430	0	0	0	0	1	0	0	0	0	0	0.1
An02g14370	0	0	0	0	1	0	0	0	0	0	0.083333333
